year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10
1987,1987-11-03,1987-11-03,4,6.64,7.3125,"Additional easing would be sought under alternative A, either through a further reduction in the bor- rowing assumption to $250 million or a 1/2 point cut in the discount rate; the funds rate would be likely to fall to, or a little below, the 6-1/2 percent area.","(16) Under alternative A, the further easing of the funds rate could help allay investor concerns about immediate financial strains.","-13- (17) Under alternative A, long-term bond yields would likely continue to decline as market perceptions of impending weakness in the economy tended to work against a revival of inflation concerns.","In keeping with the asymmetric specifications in the bluebook, alternative A calls for decreasing ""somewhat"" and alternative C for increas- ing ""slightly"" the degree of pressure on reserve positions.","","","","","",""
1987,1987-12-15,1987-12-16,3,6.78,6.8125,"They are based on the options of maintaining current reserve and money market conditions, or seeking somewhat easier (alternative A) or somewhat tighter (alternative C) conditions.","(14) The 1/2 percentage point lowering of the federal funds rate under alternative A would bring it to the 6-1/4 to 6-3/8 percent area.","(15) Lower short-term market rates relative to deposit offering rates under alternative A would prompt more rapid inflows into M2-type accounts.","","","","","","",""
1988,1988-02-09,1988-02-10,4,6.58,6.625,"Alternative A would be associated with a reduction in the federal funds rate of about 1/2 percentage point--achieved by a lowering of the borrowing objective to $100 million, a near-frictional level--or by a 1/2 percentage point cut in the discount rate.","(19) Although some easing of reserve conditions is now thought by market participants to be in train or at least in prospect, the reserve specifications of alternative A embody a larger move by the Federal Reserve than has been anticipated in market rates.","The easier conditions of alternative A are likely to put considerable downward pressure on the dollar, though the extent to which this would show through in dollar declines over the near-term would be affected by the incoming trade data.","Under alternative A, growth of the aggregates would accelerate noticeably relative to the pace of the last two months, leaving both M2 and M3 at or a little above the midpoints of their tentative long-run ranges in March.","","","","","",""
1988,1988-03-29,1988-03-29,2,6.64,6.5,"Under alternative A, federal funds would be expected to trade around the current 6 percent discount rate; this could be accomplished by reducing the discount rate by 1/2 point while keeping the $200 million borrowing objective, or by decreasing this objective.","(16) Under alternative A, the easing of reserve market condi- tions would ripple through other financial markets.","","","","","","","",""
1988,1988-05-17,1988-05-17,1,7.3,7,"M3 could be supported somewhat by a further shifting of business credit demands to banks as higher bond yields curtail firms' offerings of longer-term debt, necessitating greater reliance on managed liabilities by banks than under alternative B. -12- (14) Alternative A would be implemented through restoring the assumption for adjustment plus seasonal borrowing to the level of $200 mil- lion that was in force from late January through late March, with federal funds probably returning to the 6-1/2 percent trading area; even lower rates could prevail if seasonal credit, which is now above $200 million, responded relatively little to the decline in reserve pressures.","","","","","","","","",""
1988,1988-06-29,1988-06-30,3,7.68,7.4375,"Under alternative A, borrowing is assumed to decline only $100 million, to $450 million, reversing the most recent increase and part of the tightening early in the period.","Federal funds are expected to trade in a range around 7-1/2 percent or a little below under alternative B and would move up toward the 8 percent area under alternative C and down to 7-1/4 percent or a bit below under alternative A. (17) The table below gives June-to-September growth of the monetary 2 aggregates anticipated under the three alternatives.","(23) The reversal of part of the recent tightening, as envisioned under alternative A, would result in some edging down of short-term rates, espe- cially on private securities, perhaps heading off any increase in the prime rate.","","","","","","",""
1988,1988-08-16,1988-08-16,0,8.41,8.125,"No Sentences Alternative A","","","","","","","","",""
1988,1988-09-20,1988-09-20,2,8.05,8.125,"The funds rate would fall to the 7-1/2 to 7-3/4 percent area under alternative A and rise to the 8-1/2 to 8-3/4 percent area under alternative C. (8) The table below presents growth rates of the monetary aggre- gates for the August-to-December period expected under the three alterna- tives.","(13) Under alternative A, M2 and M3 would strengthen over the August-to-December period.","","","","","","","",""
1988,1988-11-01,1988-11-01,1,8.39,8.125,"(14) Under alternative A, money market interest rates would decline about 1/2 percentage point, with the 3-month Treasury bill drop- ping to a little below 7 percent.","","","","","","","","",""
1988,1988-12-13,1988-12-14,0,8.58,8.375,"No Sentences Alternative A","","","","","","","","",""
1989,1989-02-07,1989-02-08,0,9.08,9,"No Sentences Alternative A","","","","","","","","",""
1989,1989-03-28,1989-03-28,2,9.9,9.75,"Alternative A entails federal funds around 9-1/4 percent and borrowing of $300 million, and alternative C involves funds around 10-1/4 percent and borrowing of $700 million.","(15) With the lower money market rates of alternative A, M2 growth would strengthen to a 4 percent pace, lifting it above the lower bound of its growth cone by June.","","","","","","","",""
1989,1989-05-16,1989-05-16,4,9.79,9.75,"Under alternative A, the funds rate would decline to the 9-1/4 to 9-3/8 percent area with borrowing around $400 million, and under alter- native C federal funds would rise to 10-1/4 to 10-3/8 percent and borrow- ing to $800 million.","As a consequence, this aggregate through June should remain below the 3 percent lower bound of its target cone, even under the reduced interest rates of alternative A.","However, if money market conditions of either alternative A or B were maintained through the summer, the waning effects of earlier increases in market interest rates, reinforced by the delayed upward adjustment of liquid deposit rates, likely would bring M2 within its annual range by the end of the third quarter, assuming spending and income growth close to the green- book projections.","(12) The easing of the federal funds rate under alternative A would result in further declines in short-term rates of an additional 1/4 percentage point.","","","","","",""
