year,start_date,end_date,numberofsentences_altA,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
1977,1977-11-15,1977-11-15,1,6.54,No target in FRED,"C Ranges for Nov.-Dec. M-1 2½ to 7 2 to 7 1½ to 6½ M-2 5½ to 9½ 5 to 9 4½ to 8½ Federal funds rate (Intermeeting period) 5¾ to 6¼ 6¼ to 6¾ 6¾ to 7¼ (8) Under alternative B, the Federal funds rate would be expected to remain near the mid-point of the 6¼ to 6¾ per cent rate range specified by the Committee at its last meeting.","(10) Growth in M-2 over the November-December period is likely to be in a 5 to 9 per cent annual rate range under Alternative B.","Such inflows may moderate somewhat further over the next few weeks under alternative B, and can be expected to decelerate markedly in 1978 if the projected rise of interest rates materializes.","With additional monetary restraint in place some- what sooner, the staff would expect growth in the monetary aggregates to be somewhat slower over the next few months than under Alternative B. Con- sequently, somewhat less monetary restraint would be needed later in 1978, and interest rates would rise a little less next year under alternative C than under B. (15) A near-term increase in the Federal funds rate to around 7 per cent would probably be associated with an increase in money market rates of about one-half percentage point.","2/ Based on growth rate projected under alternative B. 9.4 9.7 9.7 10.2 6.6 8.4 9.3 9.3 10.0 10.1 10.0 10.1 10.2 10.6 10.2 10.9 10.8 10.6 10.6 10.9 10.2 11.1 10.9 10.7 10.7 9.4 11.2 10.9 10.6 10.6 13.1 11.7 11.0 10.9 10.3 9.9 10.2 9.5 10.1 10.7 Appendix Table IV-3 MONEY STOCK--M-3 (Annual rates of growth, compounded quarterly)1/ Base Period 74IV 751 7511 75III 75IV 761 7611 76III 76IV 771 7711 77111 Ending Period 1975 I II III IV 1976 I II III IV 1977 I II III 11.9 11.8 11.9 * *a * * 12.9 13.3 12.2 12.1 12.2 12.1 12.5 12.5 12.2 12.3 * * * * * 7.9 10.4 11.5 11.1 11.3 11.4 11.5 12.0 10.9 11.4 11.5 12.2 12.2 11.9 12.0 11.9 12.1 12.0 12.8 12.6 12.2 12.3 12.3 12.1 13.1 12.8 12.3 12.4 11.9 13.5 12.9 12.3 12.4 15.2 13.5 12.5 12.6 11.8 11.1 11.7 10.4 11.6 13.0 1978 III2/ 11.0 11.0 10.8 10.7 10.1 9.8 9.6 8.8 1/ Based on quarterly average data.","2/ Based on growth rate projected under alternative B. 13.7 11.8 11.8 12.0 11.9 12.5 12.4 12.1 12.2 11.1 11.3 11.2 11.0 CHART 1 MONETARY AGGREGATES NARROW MONEY SUPPLY M1 BILLIONS OF DOLLARS 340 S- 320 -300 I I I I I I I I I I I 280 BROADER MONEY SUPPLY M2-M -I oo 1 1976 J A S 1977 1 1/11/77 0 N1977 MONETARY AGGREGATES BANK CREDIT BILLIONS OF DOLLARS END OF MONTH - 900 - 860 -- - 820 - - 780 - - 740 BILLIONS RESERVES OF DOLLARS 36 WEEKLY AVERAGES TOTAL 35 34 1976 CHART 2 11/11/77 1977 11/11/77 MARKET C ERAGES .","","","","","",""
1977,1977-12-19,1977-12-20,3,6.55,No target in FRED,"Given the Federal funds rate assump- tions of alternative B--where the rate is centered at the prevailing level of 6-1/2 per cent--M-1 growth over this period is likely to be Alternative Levels and Growth Rates for Key Monetary Aggregates M-2 Alt.","(12) Growth in M-2 over the December-January period is likely to be in a 6-10 per cent annual rate range under alternative B. Commercial bank savings deposits, after contracting in November, are likely to resume modest growth over the period, even though market yields will remain above rate ceilings on such deposits, as the most interest sensitive holders have probably shifted to other instruments.","(14) If the Federal funds rate remains near its present 6 per cent level over the inter-meeting period, as envisioned under alternative B, short-term rates probably will remain fairly near their current levels.","With additional monetary restraint in place sooner, the staff would expect growth in the monetary aggregates to be some- what slower over the next few months than under alternative B. Con- sequently, interest rates would have to rise somewhat less next year in order to achieve the mid-points of the Committee's longer-run ranges for the QIII '77-QIII '78 period.","2/ Based on growth rate projected under alternative B. p Projected Appendix Table IV-3 MONEY STOCK--M-3 (Annual rates of growth, compounded quarterly)- Ending Base PeriodEnding Period 74IV 751 7511 7511 751V 761 7611 7611I 76IV 771 7711 77111 1975 I 7.9 II 10.4 12.9 III 11.5 13.3 13.7 IV 11.1 12.2 11.8 9.9 1976 I 11.3 12.1 11.8 10.9 11.9 II 11.4 12.2 12.0 11.4 12.1 12.3 III 11.5 12.1 11.9 11.5 12.0 12.1 11.9 IV 12.0 12.5 12.5 12.2 12.8 13.1 13.5 15.2 1977 I 11.9 12.5 12.4 12.2 12.6 12.8 12.9 13.5 11.8 II 11.8 12.2 12.1 11.9 12.2 12.3 12.3 12.5 11.1 10.4 III 11.9 12.3 12.2 12.0 12.3 12.4 12.4 12.6 11.7 11.6 13.0 IV p 11.8 12.2 12.1 12.0 12.2 12.3 12.2 12.3 11.6 11.6 12.1 11.3 1978 III /' 11.0 11.2 11.1 10.9 11.0 10.9 10.7 10.6 10.0 9.7 9.5 8.7 I/ Based on quarterly average data.","2/ Based on growth rate projected under alternative B. p Projected 12/16/77 MONETARY AGGREGATES NARROW MONEY SUPPLY Mr- 1 OADER MONEY SUPPLY M2 BILLIONS OF DOLLARS 340 320 300 _LLLLI 280 S-i 800 1976 9% growth for 5% growth.","","","","","",""
1978,1978-01-17,1978-01-17,3,6.93,No target in FRED,"C M-1 4 to 7 4 to 6 4 to 6 M-2 7 to 9 6 to 9 6 to 8 M-3 8 to 11 8 to 10 7 to 10 Bank credit 7 to 10 7 to 10 6 to 9 (7) Alternative B encompasses the ranges for all of the aggregates adopted by the Committee in October for the QIII '77- QIII '78 period.","It shows, for instance, that growth in M-1 at around the 5-1/4 per cent mid-point of the pro- posed alternative B range would lead to a 5.6 per cent annual rate of expansion over the 15-month period starting with QIII '77 and to a 6.3 per cent annual rate of growth over the 18-month period beginning with QII '77--in both cases within the current FOMC range, but above the mid- point.","C Ranges for Jan.-Feb. M-1 3 to 9 2½ to 8½ 2 to 8 M-2 5½ to 9 5 to 9 4½ to 8½ Federal funds rate (Intermeeting period) 6 to 6½ 6½ to 7 7 to 7½ (10) A Federal funds rate centered on the recently prevailing 6¾ per cent, as encompassed under alternative B, is likely to be associated with M-1 growth over January-February in a 2½ to 8½ per cent annual rate range.","However, the staff expects that further increases in market interest rates will be required relatively soon in order to limit growth in this aggregate over the QIV '77 to QIV '78 period to the mid-point of the longer-run 4 to 6½ per cent range associated with alternative B. Money demand can be expected to be relatively strong over the year.","C 1977 December 1373.9 1373.9 1373.9 868.7 868.7 868.7 1978 January 1382.9 1382.7 1382.1 875.2 875.2 875.2 February 1392.8 1391.6 1389.8 882.7 882.5 882.3 1977 QIV 1365.5 1365.5 1365.5 865.0 865.0 865.0 1978 QI 1392.8 1392.1 1391.6 883.4 882.9 882.3 QII 1424.1 1423.2 1420.3 904.4 903.0 901.9 QIII 1459.2 1454.8 1448.5 924.5 922.0 920.2 QIV 1493.9 1485.9 1477.0 944.1 940.9 938.4 Growth Rates Monthly: 1978 January 7.9 7.7 7.2 9.0 9.0 9.0 February 8.6 7.7 7.5 10.3 10.0 9.7 Quarterly Average: 1978 QI 8.0 7.8 7.6 8.5 8.3 8.0 QII 9.0 8.9 8.2 9.5 9.1 8.9 QIII 9.9 8.9 7.9 8.9 8.4 8.1 QIV 9.5 8.6 7.9 8.5 8.2 7.9 Semi-Annual: QIV '77-QII '78 8.6 8.5 8.0 9.1 8.8 8.5 QII '78-QIV '78 9.8 8.8 8.0 8.8 8.4 8.1 Annual: QIV '77-QIV '78 9.4 8.8 8.2 9.1 8.8 8.5 -10- order to constrain M-1 growth, the Federal funds rate under alternative B begins to rise next month and reaches an average of 8 per cent in the fourth quarter, as shown in Appendix I.1/ (11) Under alternative B, growth in M-2 over the January- February period is likely to be in a 5 to 9 per cent annual rate range.","-11- (13) If the Federal Funds rate remains near its present 6¾ per cent level over the intermeeting period, as envisioned under alternative B, short-term market interest rates will probably remain near current higher levels.","(14) Beyond the intermeeting period, short-term interest rates are expected to be under renewed upward pressure as efforts are made to limit M-1 expansion to the 5¼ per cent mid-point of the alternative B longer-run range.","","","","",""
1978,1978-02-28,1978-02-28,3,6.88,No target in FRED,"C Current M-1 4 to 7 4 to 6½ 4 to 6 4 to 6½ M-2 7 to 9½ 6½ to 9 6 to 8½ 6½ to 9 M-3 7½ to 10 7 to 9½ 6½ to 9 8 to 10½ Bank credit 8 to 11 7½ to 10½ 7 to 10 7 to 10 (8) Alternative B continues the ranges for M-1 and M-2 that were adopted by the Committee in October for the QIII '77-QIII '78 period.","It shows, for instance, that growth in M-1 at around the 5¼ per cent mid-point of the proposed alternative B range would lead to a 5.6 per cent annual rate of expansion over the 15-month period starting with QIII '77 and to a 6.3 per cent annual rate of growth over the 18-month period beginning with QII '77--in both cases within the current FOMC range but above the mid-point.","C 1978 January 1383.0 1383.0 1383.0 879.9 879.9 879.9 February 1389.2 1389.2 1389.2 888.0 888.0 888.0 March 1398.9 1398.1 1397.3 894.1 893.9 893.7 1977 QIV 1365.6 1365.6 1365.6 865.0 865.0 865.0 1978 QI 1390.4 1390.1 1389.8 887.8 887.3 886.8 QII 1418.4 1417.4 1416.6 909.8 908.4 907.0 QIII 1450.7 1447.5 1442.2 929.0 926.5 924.0 QIV 1483.8 1475.9 1467.2 945.8 942.7 940.0 Growth Rates Monthly: 1978 February 5.4 5.4 5.4 11.0 11.0 11.0 March 8.4 7.7 7.0 8.2 8.0 7.7 Quarterly Average: 1978 QI 7.3 7.2 7.1 10.5 10.3 10.1 QII 8.1 7.9 7.7 9.9 9.5 9.1 QIII 9.1 8.5 7.2 8.4 8.0 7.5 QIV 9.1 7.8 6.9 7.2 7.0 6.9 Semi-Annual: QIV '77-QII '78 7.7 7.6 7.5 10.4 10.0 9.7 QII '78-QIV '78 9.2 8.3 7.1 7.9 7.6 7.3 Annual: QIV '77-QIV '78 8.7 8.1 7.4 9.3 9.0 8.7 -10- (12) A Federal funds rate centered on the recently prevailing level of 6-3/4 per cent, as contemplated under alternative B, is likely to be associated with M-1 growth over February-March in a 1 to 6 per cent annual rate range.","Even assuming some further moderate downward shift in money demand relative to income, the Federal funds rate would probably have to begin rising again in April and reach 8 per cent by fall in order to constrain M-1 growth for the QIV '77-QIV '78 period to the mid-point of the 4 to 6-1/2 per cent alternative B range.1/ (14) Growth in M-2 over the February-March period is likely to be in a 4-1/2 to 8-1/2 per cent annual rate range under alternative B. (16) With the Federal funds rate remaining near its present 6-3/4 per cent level, as envisioned under alternative B, interest rates generally are likely to fluctuate within a relatively narrow range over the intermeeting period.","","","","","","","",""
1978,1978-03-21,1978-03-21,2,6.84,No target in FRED,"Under alternative B, the Federal funds rate would be expected to remain unchanged over the inter- meeting period and then begin rising thereafter, reaching about 8 per cent by fall.","Given the Federal funds rate assump- tion of alternative B--with the rate centered at the 6¾ per cent 1/ See Appendix I for projected Federal funds rate under each alternative.","(10) Growth in M-2 over this period is expected to be in a 6 to 10 per cent annual rate range under alternative B. (11) The modest pace of inflows to thrift institutions can be expected to persist in March-April under alternative B. Growth of deposits at mutual savings banks and savings and loan associations, combined, may be around a 6 to 7 per cent annual rate.","(12) If the Federal funds rate remains at the 6¾ per cent level contemplated under alternative B, short- and intermediate- term interest rates over the intermeeting period are likely to remain near their current levels.","(13) Under alternative B, mortgage rates might rise somewhat further in the intermeeting period as thrifts adjust lending policies in response to sustained weak deposit inflows.","","","","","","",""
1978,1978-04-18,1978-04-18,2,6.85,No target in FRED,"Alternative B would continue the ranges for M-1 and M-2 adopted by the Committee in February for the QIV '77 to QIV '78 period.","To hold M-1 growth over the coming year to a rate around the mid-point of the 4 to 6 per cent range of alternative B would, under the circumstances, require a larger increase in interest rates than the staff had earlier expected.","As indicated in Appendix I, we would anticipate a Federal funds rate averaging around 8¾ per cent by early next year if the mid- points of the longer-run ranges of alternative B are to be attained.","Assuming M-1 growth at the 5¼ per cent mid-point of the alternative B range, V-1 would be projected to rise by about 7 per cent over the coming four quarters, more than twice the average rate of the past two years.","For example, as shown in the table below, M-1 growth at around the 5¼ per cent mid-point of the alternative B range for the QI '78- QI '79 period would lead to a 6.3 per cent annual rate of expansion over the 24-month period starting in the first quarter of 1977, almost 1/ at the upper end of the range.","As contemplated under alternative B, a Federal funds rate centered on the recently prevailing 6-3/4 per cent level is likely to be associated with M-1 growth over the two-month period at an annual rate in a 6 to 10 per cent range.","(13) Growth in M-2 over the April-May period is likely to be in a 6½ to 10½ per cent annual rate range under alternative B. Savings deposits at commercial banks are expected to show very small growth at best, though larger-than-seasonal tax refunds to individuals may temporarily strengthen flows into these deposits in coming weeks.","(14) Under alternative B, inflows to savings and loan associa- tions and mutual savings banks over the April-May period can be expected to remain at near the 6 to 7 per cent average monthly rate prevailing since year end.","","","",""
1978,1978-05-16,1978-05-16,5,7.41,No target in FRED,"(13) Alternative B calls for an increase in the Federal funds rate to the mid-point of a 7½ to 8¼ per cent range between now and mid-June.","Not only are market interest rates now expected to be higher, but the upward adjustment in deposit rate ceilings announced by the regulatory agencies is less 1/ Under alternative B, restraint would be introduced earlier and, as a result, the level of the funds rate required at the end of the longer-run policy period would be somewhat less--possibly in an 8¾ to 9¾ per cent range.","","","","","","","","","",""
1978,1978-06-20,1978-06-20,5,7.5,No target in FRED,"(14) Alternative B calls for an increase in the Federal funds rate to around the mid-point of a 7½ to 8 per cent range between now and mid-July.","Under Alternative B, restraint would be introduced earlier and, as a result, the level of the funds rate required in late 1978 and early 1979 would be somewhat less.","","","","","","","","","",""
1978,1978-07-18,1978-07-18,2,7.91,No target in FRED,"Alternative B continues the ranges for M-1, M-2, and M-3 adopted by the Committee in April for the QI '78- QI '79 period, but specifies a somewhat higher range for bank credit.","As indicated in Appendix I, the staff anticipates that the Federal funds rate would have to rise to the 8¾ to 9¾ per cent range by fall under alternative B. Interest rates in the fourth quarter would be about one percentage point lower under alternative A and three- quarters of a percentage point higher under alternative C. (9) Even with the assumption that M-1 grows near the upper end of its ranges, the GNP projection implies relatively rapid increases in the velocity of M-1.","Under alternative B, V-1 is projected to rise by 4½ per cent over the QII '78-QII '79 period,1/ as compared with an increase of 3¼ per cent over the preceding four quarters.","As can be seen from the lower panel of appendix table III-1, the 6¼ per cent M-1 growth contemplated under alternative B implies annual rates of expansion of about 7 per cent for periods beginning as far back as the fourth quarter of 1975.","C Ranges for July-August M-1 5 to 9 4½ to 8½ M-2 7 to 11 6½ to 10½ Federal funds rate (Intermeeting period) 7½ to 8 7¾ to 8¼ (14) Alternative B contemplates a Federal funds rate centered on the prevailing 7¾ per cent level between now and the next FOMC meeting.","(15) Expansion in M-2 under alternative B is likely to be in a 7 to 11 per cent annual rate range over the July-August period.","(19) Interest rates on longer term securities are also likely to be little changed under alternative B. Corporate bond offerings are expected to increase in July, but the forward calendar for August is seasonally light.","Table IV-1 Possible Growth Rates for M-l and M-2 Without and With Automatic Transfers from Savings Accounts (per cent at an annual rate) 1978 QIV 1979 QI qll QII '78 - QII '79 1978 QIV 1979 QI QII QII '78 - QII '79 Alternative A Alternative B Alternative C Without With!","","","",""
1978,1978-08-15,1978-08-15,5,7.92,No target in FRED,"(12) If the funds rate were to move up to the mid-point of the 7¾ to 8½ per cent alternative B range, the upward adjustment in market rates would likely be prompt and marked.","(13) Growth in M-1 and M-2 under alternative B may be in ranges of 5 to 9 and 6½ to 10½ per cent, respectively.","-10- (14) The staff still expects that interest rates between now and mid-1979 will have to rise beyond those contemplated under the short-run specifications for alternative B--given projec- tions for GNP growth--if M-1 growth over the one-year QII '78 to QII '79 period is to be around the upper limit1/ of the 4 to 6 per cent range adopted for that aggregate.","Like the directive adopted at the last meeting, it places main emphasis on money market conditions and calls for operations directed at maintain- ing the weekly-average Federal funds rate within the range of 7-3/4 to 8 per cent. (16) The language of alternative B is consistent with the specifications of the tightening alternative discussed in the preced- ing section; it calls for operations directed initially at attaining a weekly-average Federal funds rate slightly or somewhat above the current level.","Alternative B INITIALLY at [DEL: maintaining the] ATTAINING A weekly-average Federal funds rate [DEL: within the range of 7-3/4 to 8 per cent] SLIGHTLY (OR SOMEWHAT) ABOVE THE CURRENT LEVEL.","","","","","","",""
