year,start_date,end_date,numberofsentences_altC,DFF_Before_meeting,DFEDTR,Sentence_1,Sentence_2,Sentence_3,Sentence_4,Sentence_5,Sentence_6,Sentence_7,Sentence_8,Sentence_9,Sentence_10,Sentence_11,Sentence_12
1992,1992-03-31,1992-03-31,3,3.94,4,"5 In contrast, the funds rate would return to 4-1/2 percent and the initial borrowing allowance would increase to $125 million under alternative C. (11) The tightening of policy under alternative C would lead to about a 50 basis point rise in money market rates, which likely would be passed through fully to the prime rate.","(16) M2 growth would slacken to a 2-1/2 percent rate over the March-to-June period under alternative C, bringing this aggregate ap- preciably below the midpoint of its annual range.","","","","","","","","","",
1992,1992-05-19,1992-05-19,3,3.88,3.75,"Under the policy tightening of alternative C, the federal funds rate would rise to 4-1/4 percent, in association with higher initial borrowing of $125 million.","(11) The more restrictive policy of alternative C would come as a considerable surprise to market participants.","-14- If alternative C is adopted and the higher rates maintained, a 3 percent annual pace for M2 would be more likely.","","","","","","","","",
1992,1992-06-30,1992-07-01,2,3.8,3.75,"Under alternative C, the funds rate would be raised to around 4-1/4 percent by selecting a borrowing specification of $250 million.","(23) The increase of 50 basis points in the funds rate under alternative C would come as a considerable surprise to market partici- pants.","","","","","","","","","",
1992,1992-08-18,1992-08-18,3,3.54,3.25,"Alternative C involves a return of the federal funds rate to 3-3/4 percent and a borrowing allowance of $275 million.","(9) A reversal of the July easing would take market partici- pants completely by surprise and short-term interest rates would rise by at least 1/2 percentage point under alternative C. Bond rates, too, would retrace some of their recent declines under this alternative, at least initially, and quality spreads on private debt could widen if such a tightening were seen as placing the recovery at risk.","(15) Under alternative C, M2 and M3 would drop further below their annual ranges, as opportunity costs widen, banks become even more cautious lenders, and income growth is more restrained.","","","","","","","","",
1992,1992-10-06,1992-10-06,0,3.22,3,"No Sentences Alternative C","","","","","","","","","","",
1992,1992-11-17,1992-11-17,0,3.28,3,"No Sentences Alternative C","","","","","","","","","","",
1992,1992-12-22,1992-12-22,3,3.06,3,"The 1/2 percentage point increase in the federal funds rate of alternative C could be implemented by raising the borrowing allowance by $25 million.","(9) Although many market participants have come to the view that monetary policy easing has run its course for the current economic cycle, none appears to expect a tightening to be implemented in the near term, as in alternative C. Consequently, short-term Treasury rates would jump by the full 50 basis point increase in the federal funds rate.","(14) M2 is projected to expand at only a 1 percent rate from November-to-March under alternative C and M3 would decline at a 1/4 percent rate.","","","","","","","","",
1993,1993-02-02,1993-02-03,3,3.25,3,"Federal funds would trade around 3-1/2 percent under alternative C in combination with a $25 million boost to the borrowing allowance.","(23) Although market participants seem to believe that some tightening of monetary policy over the next year will be forthcoming, they do not see this happening soon and thus would be surprised by the election of alternative C. Short-term rates would rise by about 1/2 percentage point.","(28) Under alternative C, M2 would decline over February and March as larger opportunity costs act as an additional drag on this aggregate.","","","","","","","","",
1993,1993-03-23,1993-03-23,3,2.99,3,"Alternative C, involving a rise in the federal funds rate to 3-1/2 percent, could be implemented through a boost in the initial borrowing allowance to $75 million.","Conversely, the tightening of policy under alternative C, which also would come as a surprise to market participants, would induce a rise in short-term rates comparable to the hike in the federal funds rate.","Under alternative C, M2 would expand at a 2 percent rate over the February-to- June period, as wider opportunity costs would discourage inflows to more liquid deposits, especially M1 balances.","","","","","","","","",
1993,1993-05-18,1993-05-18,4,3.34,3,"Federal funds would trade in the neighborhood of 3-1/2 percent under alternative C, in association with an initial borrowing allowance of $125 million.","(11) Market participants also would be surprised by the policy tightening under alternative C at this FOMC meeting.","(17) Under alternative C, the higher money market interest rates and opportunity costs would restrain the monetary aggregates.","Maintenance of the money market conditions of alternative C probably would induce M3 to contract on the year.","","","","","","","",
1993,1993-07-06,1993-07-07,4,2.96,3,"Under alternative C, which could be imple- mented through a $275 million borrowing allowance, the funds rate would vary around 3-1/2 percent.","(26) The immediate tightening of reserve market conditions under alternative C is not built into financial market quotes and would induce a rise in short-term market interest rates that about matched the 1/2 percentage point increase in the federal funds rate.","C Growth from June to September M2 1-1/2 1 1/2 M3 1/2 1/4 0 M1 6-3/4 5-3/4 4-3/4 Implied growth from Q4:1992 to September M2 1-1/4 1 3/4 M3 0 0 -1/4 M1 8-3/4 8-1/2 8-1/4 (29) Projected M2 growth over the third quarter diverges rela- tively little across the three alternatives, ranging from 1/2 percentage point under alternative C to 1-1/2 percentage point under alternative A. ° ° ' Chart5 M1 - Actual Level * Short-Run Alternatives Billions of Dollars 15% 10%10% -I 1100 0 0 0 5% i --11050 ON D J F MA M J J A S O N D J 1992 1993 1994 1000 1200 1150 Chart 6 DEBT Billions of Dollars - Actual Level - - Estimated Level * Projected Level ON D J 1992 I I I I I I I I I- I I 11400 F M A M J J A S N D J 1993 1994 13000 12800 12600 12400 12200 12000 11800 11600 -22- alternative C to 6-3/4 percent under alternative A.","","","","","","","","",
1993,1993-08-17,1993-08-17,4,3.34,3,"Under alternative C, the federal funds rate would rise to 3-1/2 percent accompanying a boost in adjustment plus seasonal borrowing to $275 mil- lion.","(13) The tightening of policy under alternative C would come much sooner than is now envisioned by market participants.","(14) Alternative C might be favored if the Committee saw a need to move sooner, rather than later, to contain or reduce future inflationary pressures.","With the staff's outlook for spending propensities, M2 would expand at only a 1 percent pace over the final five months of this year under alternative C, ending the year about 3/4 percent above its fourth- quarter 1992 level.","","","","","","","",
