start_date,Paragraph_number,Paragraph,Alternatives
1985-07-09,21,"(21) Under alternative B, M1 by September would be about 10
percent at an annual rate above the fourth-quarter 1984 long-run target
base. It would of course be less high relative to a long-run target
rebased to QII '85, with growth from that base to September at an 8-1/2
percent annual rate. M1 expansion would be expected to slow further on a
month-by-month basis in the fourth quarter, to a 3 to 4 percent annual
rate, if reserve market conditions remain essentially unchanged, as the
effects on money demand of recent interest rate declines wear off and
velocity returns to around its expected trend rate of growth (absent
interest rate changes). As a result, M1 by the fourth quarter on average
might be about 8-3/4 percent above its QIV '84 level and 7 percent,
annual rate, above a QII '85 level.
","alternative B"
1986-02-11,21,"(21) Alternative A assumes a reduction in reserve pressures
associated with adjustment plus seasonal borrowing at the discount window
lowered to around $150 million. Federal funds would probably trade around
the present 7-1/2 percent discount rate or a little less, and expectations
of a discount rate cut would probably revive. The 3-onth Treasury bill
rate would fall to around 6-3/4 percent or so, and long-term rates would
drop. Rates on large CDs might decline by even more if concerns about bank
asset quality--recently reinforced to a degree by the drop in oil prices--are
relieved a little by the general decline of interest rates. Also, bank CD
issuance would be more muted under this alternative by heavier inflows of
core deposits and some diversion of business credit demands away from banks
as long-term markets become more attractive. Additional downward pressure on
the dollar would emerge, with the extent depending in part on whether the
market comes to anticipate even further easing action--and particularly if
key foreign countries do not lower their interest rates.
","Alternative A, alternative b"
1986-07-08,21,"(21) The current market optimism regarding the likelihood of
a decline in the discount rate presumably would not be validated under
alternative B, and some edging up of rates from their most recent lows
could be expected, especially should economic activity begin to show signs
of the moderate strengthening as anticipated in the greenbook forecast.
The 3-month Treasury bill rate might well end the quarter closer to 6-1/4
percent than to its current quote of a little below 6 percent, and the
most recent level around 7-1/4 percent. Given the unusually wide spread
between Treasury and private long-term rates, the latter might increase
by somewhat less, especially if volume in bond and mortgage markets drops
off. Despite the slight firming of interest rates, the downward trend of
the dollar on foreign exchange markets is likely to persist in light of
the continued large external deficit.
","alternative B"
1987-02-10,21,"(21) The outlook for M1 growth continues to be highly uncertain
owing to both erratic demand deposit movements and the difficulty of assess-
ing the outlook for OCD growth at historically low opportunity costs. With
demand deposits already having retraced their run-up over year-end, this
component has begun to expand again. OCD growth is projected to moderate.
While this component accelerated in January, the opportunity cost of holding
NOW accounts has been widening since late summer, albeit slowly, and the
outflow of time deposits--one source of funds shifting to OCDs--is expected
to abate further. On balance, M1 growth would slow in February and March
under alternative B from the exceptional pace of recent months, although
continuing to outpace GNP by a substantial margin. In the first quarter, M1
velocity is projected to contract at about a 10 percent annual rate, after
falling at nearly a 14 percent rate in the fourth quarter.
","alternative B"
1988-02-09,21,"(21) The changes in reserve conditions under alternatives A and C
would have fairly small effects on money growth in the current quarter,
which has less than two months to run. Under alternative A, growth of the
aggregates would accelerate noticeably relative to the pace of the last two
months, leaving both M2 and M3 at or a little above the midpoints of their
tentative long-run ranges in March. The delayed effects of the declines in
interest rates contemplated under this alternative could push these
aggregates well into the upper halves of those ranges during the second
quarter, given the staff's GNP forecast. Thus, this alternative might be
considered most consistent with the higher paths for money growth envisioned
under long-run alternative I. Under the tighter reserve conditions of
alternative C, the broad aggregates would remain within the lower halves of
their tentative ranges through March. By reversing most of the interest
rate declines since October, Alternative C would tend to keep money growth
on a fairly slow path over coming months, dropping further below the
midpoint of the tentative ranges, and might be most consistent with the
growth rates in long-run alternative III.
Directive language
","alternative A, alternative c, alternative C, Alternative C"
1988-06-29,21,"(21) The market does not appear to be anticipating an immediate further
monetary tightening as contemplated in alternative C. Thus, the half-point
increase in the funds rate under this alternative would prompt other private
short-term rates to move up by a similar amount. In view of still higher
funding costs, a boost in the prime rate of at least 1/2 percentage point
would seem much more likely. The Treasury bill rate would rise to 7 percent
or above. Such a firming in policy, at a time of market concern about
resource constraints and inflationary pressures, would tend to assuage some
inflation worries and any rise in bond rates could be quite small. Recent
firmness of the dollar could be sustained for a time unless foreign authori-
ties took this opportunity to tighten their policies substantially.
","alternative C"
1989-02-07,21,"(22) Short-term rates seem to have built in a further firming step
for policy in the near term. With funds continuing to trade at or a
little above 9 percent, as expected under alternative B, some of the rate
increases registered most recently may unwind, with Treasury bill rates
moving back to around 8-3/8 percent or a little below. Bond yields are
unlikely to move substantially, absent more indications of strength in the
economy or intensifying pressures on prices. As maintaining the reserve
pressures of alternative B causes international investors to begin recon-
sidering the likelihood of an imminent U.S. monetary policy tightening,
the value of the dollar could begin to slip.
Alternative Levels and Growth Rates for Key Monetary Aggregates
M2 M3 M1
Alt. B Alt. C Alt. B Alt. C Alt. B Alt. C
","alternative B, alternative B"
1990-07-02,21,"(21) Three near-term alternatives for monetary policy are pre-
sented below for Committee consideration. Under alternative B, federal
funds would continue to trade around 8-1/4 percent in association with
adjustment plus seasonal borrowing at the discount window starting out at
$450 million. Alternative A embodies an expected federal funds rate of
incorporates a funds rate of 8-3/4 percent and borrowing of $500 million.
With seasonal borrowing typically rising another $75 million to its peak
in August, increases in the borrowing specification likely would be needed
as the intermeeting period progresses to keep the borrowing allowance
consistent with the expected funds rate under each alternative.
","alternative B, Alternative A"
1991-02-05,21,"(21) Following the recent series of policy moves by the Federal
Reserve, market participants probably are not anticipating much if any
further easing in the near term. Consequently, maintenance of current
reserve market conditions under alternative B likely would have relatively
little impact on interest rates. The dollar would remain around the lower
levels reached recently, though subject to an unusual extent to political
and military developments. Over a more extended period, however, long-
term interest rates could back up a bit if information suggesting some
revitalization of the economy, as in the staff forecast, led market par-
ticipants to conclude that the easing of monetary policy had run its
course for the current business cycle.
","alternative B"
1992-02-04,21,"(21) Two short-run policy alternatives are presented below for
Committee consideration. Under alternative B, federal funds would con-
tinue to trade around 4 percent, with adjustment plus seasonal borrowing
averaging around $100 million.10 Under alternative A, the federal
funds rate would decline to the 3-1/2 percent area in association with a
reduction of the borrowing allowance to $50 million.
","alternative B, alternative A"
1992-06-30,21,"(21) Market participants appear to have built into interest
and exchange rates some probability of a near-term easing in the stance
of monetary policy next week after the FOMC meeting and release of June
employment data. Thus, in the near-term, rates would rise somewhat
under alternative B. Over the course of the third quarter, with infla-
tion pressures subdued and the pace of economic expansion moderate, as
in the staff forecast, short-term and long-term rates might come back
down. Long-term rates could well end up below current levels, espe-
cially if the lack of Federal Reserve action ultimately contributes to
downward adjustments to inflation expectations. The exchange value of
the dollar would probably average around current levels.
","alternative B"
1992-11-17,21,"(21) While the impetus to the monetary aggregates imparted by
choosing alternative A would be barely discernible in 1992, the lower
market interest rates embodied in that choice would push up both M2 and
M3 to the lower end of their current tentative ranges for 1993 by March.
The anticipated drop in nominal interest rates across the term structure
should speed balance-sheet adjustments, lowering debt service burdens
for households and corporations, and by reducing real rates as well,
provide some spur to spending.
Directive Language
","alternative A"
1993-02-02,21,"(21) The markets appear to have built in an unchanged policy
in the period just ahead and thus interest rates would be expected to
remain near current levels under alternative B. Longer-term rates
might come under a little downward pressure if, consistent with the
staff greenbook forecast, news on prices continues to be good, and
economic indicators point to a little less momentum in the economic
expansion than in the second half of last year. Intermediate- and
long-term rates are likely to be especially volatile as markets digest
reports and rumors of fiscal initiatives or shifts in debt management
policy by the new Administration, and as they assess how any initia-
tives might influence monetary policy. The upcoming mid-quarter
refunding announcement, scheduled for February 3, will be watched
closely by market participants for clues of the Administration's debt
management plans, and the general shape of the Administration's fiscal
policy plans are likely to be covered in the President's address to the
Congress on February 17. The dollar would fluctuate around current
levels under alternative B, moving up on any news of unexpected eco-
nomic weakness or policy easing abroad, or down should the news about
the U.S. economy prove to be softer than expected.
","alternative B, alternative B"
